lmpred;zimean_pred;zisd_pred
6.2783456;-.14393389;1.5171961
6.3047695;-.098435044;1.4759988
6.331193;-.061286878;1.442439
6.3576164;-.031578075;1.4156671
6.3840399;-.0084441593;1.3948761
6.4104638;.0089325001;1.3793013
6.4368873;.021322677;1.3682204
6.4633107;.029450299;1.360954
6.4897346;.033992436;1.3568648
6.5161581;.035579316;1.3553581
6.5425816;.034794305;1.3558817
6.569005;.032173928;1.3579259
6.5954289;.02820785;1.3610235
6.6218524;.023338892;1.3647498
6.6482759;.017963022;1.3687224
6.6746993;.012431306;1.3726001
6.7011232;.0070401537;1.3760906
6.7275467;.0020527882;1.3789324
6.7539701;-.0023300368;1.3809201
6.7803936;-.005938801;1.3818768
6.8068175;-.008666452;1.3816825
6.833241;-.010437172;1.3802452
6.8596644;-.01123761;1.3775296
6.8860879;-.011085652;1.373529
6.9125118;-.010061649;1.3682928
6.9389353;-.0082771871;1.3618995
6.9653587;-.0059063206;1.3544836
6.9917822;-.0031543386;1.3462082
7.0182061;-.00028899728;1.337293
7.0446296;.0023907127;1.3279861
7.071053;.0045233327;1.3185922
7.0974765;.0057161697;1.3094443
7.1239004;.0055140629;1.3009319
7.1503239;.0034306175;1.2934734
7.1767473;-.0010830298;1.2875431
7.2031713;-.0086069759;1.2836441
7.2295947;-.019783787;1.282336
7.2560182;-.035287261;1.284207
7.2824416;-.055853665;1.2899014
7.3088655;-.082250506;1.3000923
7.335289;-.11530775;1.3155093
