lmpred;zimean_pred;zisd_pred
6.7352118;.03267701;1.415252
6.7597904;.028746992;1.4094635
6.784369;.024816977;1.4065228
6.8089476;.020886961;1.4058342
6.8335261;.016956946;1.4068491
6.8581047;.01302693;1.4090651
6.8826833;.0090969149;1.4120265
6.9072618;.0051668989;1.4153242
6.9318409;.0012368836;1.4185934
6.9564195;-.002693132;1.4215239
6.980998;-.0066231475;1.4238385
7.0055766;-.010553163;1.4253217
7.0301552;-.014483179;1.4257895
7.0547338;-.018413194;1.4251194
7.0793123;-.022343209;1.4232204
7.1038909;-.026273225;1.4200634
7.1284695;-.030203242;1.4156502
7.153048;-.034133255;1.4100449
7.1776266;-.038063273;1.4033425
7.2022057;-.041993286;1.3956999
7.2267842;-.045923304;1.3873051
7.2513628;-.049853317;1.3784086
7.2759414;-.053783335;1.3692911
7.3005199;-.057713348;1.3602961
7.3250985;-.061643366;1.3517977
7.3496771;-.065573379;1.3442322
7.3742557;-.069503397;1.3380669
7.3988342;-.073433414;1.3338312
7.4234128;-.077363424;1.3320855
7.4479914;-.081293441;1.3334522
7.4725704;-.085223459;1.3385848
7.497149;-.089153476;1.3481988
7.5217276;-.093083493;1.3630407
7.5463061;-.097013503;1.3839191
