.38427711;.27518293;.17739859;.10870106;.05444032
.26001108;.25865626;.21300255;.16266882;.10566129
.15661743;.21643391;.2276776;.21670839;.18256266
.084010169;.16127653;.21672016;.25709322;.28089991
.04064377;.10838956;.18605818;.27509075;.38981774
.38350835;.27533937;.17765887;.10899278;.054500643
.25936306;.25867575;.21320996;.16302499;.10572624
.15615925;.21635625;.22780034;.21708858;.18259558
.083738036;.1611679;.21676874;.25746322;.28086209
.040504806;.10829701;.1860663;.27543694;.38969496
.38274005;.27549508;.17791903;.10928497;.054560877
.25871599;.25869456;.21341699;.16338152;.10579095
.1557021;.21627814;.22792266;.21746899;.18262811
.083466657;.16105911;.21681701;.25783336;.28082389
.040366273;.10820443;.18607424;.27578327;.38957182
.38197219;.27565008;.17817906;.10957763;.054621022
.25806981;.25871268;.21362369;.1637384;.10585543
.15524594;.21619961;.22804457;.21784961;.18266025
.083196037;.16095014;.21686496;.25820363;.28078523
.040228173;.10811181;.18608199;.27612975;.38944829
.38120478;.2758044;.17843896;.10987076;.054681074
.25742459;.25873014;.21382999;.16409563;.10591966
.15479082;.21612066;.22816607;.21823044;.18269202
.082926169;.16084102;.21691258;.25857404;.28074619
.040090505;.10801917;.18608953;.27647638;.38932443
.38043785;.27595803;.17869872;.11016436;.05474104
.2567803;.25874689;.21403596;.16445319;.10598365
.15433669;.21604127;.22828715;.21861146;.18272342
.082657054;.16073172;.21695991;.2589446;.28070673
.039953265;.1079265;.18609691;.27682316;.38920018
.37967137;.27611095;.17895836;.11045843;.054800913
.25613695;.25876299;.21424155;.1648111;.10604741
.15388358;.21596147;.22840782;.21899271;.18275444
.082388684;.16062225;.21700691;.25931531;.28066683
.039816458;.10783379;.18610407;.27717009;.38907561
.37890533;.27626315;.17921786;.11075297;.054860692
.25549456;.25877839;.21444677;.16516936;.10611092
.15343146;.21588124;.22852807;.21937415;.18278508
.082121067;.16051263;.21705361;.25968614;.28062654
.039680075;.10774105;.18611105;.27751717;.38895065
.37813976;.27641466;.17947721;.11104798;.054920383
.2548531;.25879312;.21465161;.16552797;.10617419
.15298036;.2158006;.2286479;.2197558;.18281533
.081854202;.16040283;.21709998;.26005715;.28058586
.03954412;.10764828;.18611784;.27786443;.38882536
.37737468;.27656546;.17973645;.11134344;.05497998
.25421256;.25880718;.2148561;.16588691;.10623723
.15253027;.21571952;.22876734;.22013766;.18284522
.081588075;.16029288;.21714604;.26042828;.28054473
.039408591;.10755548;.18612444;.2782118;.38869968
.37661004;.27671555;.17999554;.11163939;.055039488
.253573;.25882056;.21506023;.16624621;.10630002
.15208119;.21563804;.22888634;.22051971;.18287472
.081322692;.16018276;.2171918;.26079956;.28050318
.039273486;.10746265;.18613087;.27855933;.38857368
.37584591;.27686492;.18025447;.11193579;.055098899
.25293437;.25883326;.21526398;.16660583;.10636257
.15163311;.21555613;.22900493;.22090197;.18290386
.081058055;.16007248;.21723723;.26117098;.28046125
.039138805;.1073698;.18613708;.27890703;.38844728
.37508222;.2770136;.18051328;.11223267;.05515822
.25229669;.25884527;.21546735;.1669658;.10642488
.15118603;.21547382;.22912312;.22128442;.18293262
.080794163;.15996203;.21728235;.26154253;.2804189
