lmpred;zimean_pred;zisd_pred
6.7759967;.060187116;1.5952864
6.8005753;.056257103;1.5489855
6.8251538;.052327085;1.5110029
6.8497329;.048397072;1.4804174
6.8743114;.044467054;1.4563543
6.89889;.040537041;1.4379855
6.9234686;.036607023;1.4245298
6.9480472;.03267701;1.415252
6.9726257;.028746992;1.4094635
6.9972043;.024816977;1.4065228
7.0217829;.020886961;1.4058342
7.0463614;.016956946;1.4068491
7.07094;.01302693;1.4090651
7.0955186;.0090969149;1.4120265
7.1200976;.0051668989;1.4153242
7.1446762;.0012368836;1.4185934
7.1692548;-.002693132;1.4215239
7.1938334;-.0066231475;1.4238385
7.2184119;-.010553163;1.4253217
