lmpred;zimean_pred;zisd_pred
6.3506756;-.14393389;1.5171961
6.3651247;-.098435044;1.4759988
6.3795738;-.061286878;1.442439
6.3940225;-.031578075;1.4156671
6.4084716;-.0084441593;1.3948761
6.4229207;.0089325001;1.3793013
6.4373698;.021322677;1.3682204
6.4518189;.029450299;1.360954
6.4662681;.033992436;1.3568648
6.4807167;.035579316;1.3553581
6.4951658;.034794305;1.3558817
6.5096149;.032173928;1.3579259
6.5240641;.02820785;1.3610235
6.5385132;.023338892;1.3647498
6.5529623;.017963022;1.3687224
6.5674109;.012431306;1.3726001
6.5818601;.0070401537;1.3760906
6.5963092;.0020527882;1.3789324
6.6107583;-.0023300368;1.3809201
6.6252074;-.005938801;1.3818768
6.6396565;-.008666452;1.3816825
6.6541052;-.010437172;1.3802452
6.6685543;-.01123761;1.3775296
6.6830034;-.011085652;1.373529
6.6974525;-.010061649;1.3682928
6.7119017;-.0082771871;1.3618995
6.7263508;-.0059063206;1.3544836
6.7407994;-.0031543386;1.3462082
6.7552485;-.00028899728;1.337293
6.7696977;.0023907127;1.3279861
6.7841468;.0045233327;1.3185922
6.7985959;.0057161697;1.3094443
6.813045;.0055140629;1.3009319
6.8274937;.0034306175;1.2934734
6.8419428;-.0010830298;1.2875431
6.8563919;-.0086069759;1.2836441
6.870841;-.019783787;1.282336
6.8852901;-.035287261;1.284207
6.8997393;-.055853665;1.2899014
6.9141879;-.082250506;1.3000923
6.928637;-.11530775;1.3155093
