lmpred;zimean_pred;zisd_pred
6.9269171;.060187116;1.5952864
6.9514956;.056257103;1.5489855
6.9760742;.052327085;1.5110029
7.0006528;.048397072;1.4804174
7.0252314;.044467054;1.4563543
7.0498099;.040537041;1.4379855
7.0743885;.036607023;1.4245298
7.0989671;.03267701;1.415252
7.1235461;.028746992;1.4094635
7.1481247;.024816977;1.4065228
7.1727033;.020886961;1.4058342
7.1972818;.016956946;1.4068491
7.2218604;.01302693;1.4090651
7.246439;.0090969149;1.4120265
7.2710176;.0051668989;1.4153242
7.2955961;.0012368836;1.4185934
7.3201747;-.002693132;1.4215239
7.3447533;-.0066231475;1.4238385
