lmpred;zimean_pred;zisd_pred
5.7816577;-.14393389;1.5171961
5.7986679;-.098435044;1.4759988
5.8156781;-.061286878;1.442439
5.8326883;-.031578075;1.4156671
5.8496985;-.0084441593;1.3948761
5.8667092;.0089325001;1.3793013
5.8837194;.021322677;1.3682204
5.9007297;.029450299;1.360954
5.9177399;.033992436;1.3568648
5.9347501;.035579316;1.3553581
5.9517603;.034794305;1.3558817
5.9687705;.032173928;1.3579259
5.9857807;.02820785;1.3610235
6.0027909;.023338892;1.3647498
6.0198011;.017963022;1.3687224
6.0368114;.012431306;1.3726001
6.0538216;.0070401537;1.3760906
6.0708318;.0020527882;1.3789324
6.0878425;-.0023300368;1.3809201
6.1048527;-.005938801;1.3818768
6.1218629;-.008666452;1.3816825
6.1388731;-.010437172;1.3802452
6.1558833;-.01123761;1.3775296
6.1728935;-.011085652;1.373529
6.1899037;-.010061649;1.3682928
6.2069139;-.0082771871;1.3618995
6.2239242;-.0059063206;1.3544836
6.2409344;-.0031543386;1.3462082
6.2579446;-.00028899728;1.337293
6.2749548;.0023907127;1.3279861
6.291965;.0045233327;1.3185922
6.3089752;.0057161697;1.3094443
6.3259859;.0055140629;1.3009319
6.3429961;.0034306175;1.2934734
6.3600063;-.0010830298;1.2875431
6.3770165;-.0086069759;1.2836441
6.3940268;-.019783787;1.282336
6.411037;-.035287261;1.284207
6.4280472;-.055853665;1.2899014
6.4450574;-.082250506;1.3000923
6.4620676;-.11530775;1.3155093
