logmexp;zi_mean;zi_sd
10.104092;.054640323;1.417827
5.5875344;.0493774;1.4249003
7.7313843;-.00044992982;1.4581193
6.7270417;.04972741;1.4159461
8.6036243;.036392789;1.3870692
8.9138641;.015003199;1.3544683
7.454752;.10978781;1.3841166
7.8395615;.06937436;1.4507446
8.1116772;.07094866;1.3237203
7.4561267;-.0293418;1.4371039
7.7528663;.0063740583;1.405082
7.7839456;.1160626;1.3709683
7.845264;.12265757;1.3632779
7.8059506;-.10615589;1.4197558
7.4699025;-.11728954;1.5145907
8.3813429;-.099854596;1.5110291
7.7170177;-.064014561;1.4229209
8.0357313;-.046435237;1.4215155
7.8751283;-.049345508;1.4176595
8.4129429;-.04012394;1.3779935
8.1752501;-.065816149;1.3948156
8.1455421;-.06558203;1.365219
8.041153;-.0026806125;1.3157074
8.0342722;-.0035620127;1.337896
8.2004795;-.044124272;1.344891
8.6343832;-.055866566;1.3686937
8.1078444;-.095781386;1.3473011
8.2240057;-.0099033238;1.3300894
8.0403309;-.062641487;1.3302028
8.8260374;-.12571102;1.3324546
8.1505213;-.13951154;1.3284833
8.4013853;-.24261896;1.3691398
8.6746006;-.2886343;1.370087
9.6341524;-.32388055;1.4030915
