lmpred;zimean_pred;zisd_pred
7.0620217;.060187116;1.5952864
7.0866003;.056257103;1.5489855
7.1111789;.052327085;1.5110029
7.1357574;.048397072;1.4804174
7.160336;.044467054;1.4563543
7.1849146;.040537041;1.4379855
7.2094932;.036607023;1.4245298
7.2340717;.03267701;1.415252
7.2586503;.028746992;1.4094635
7.2832289;.024816977;1.4065228
7.3078079;.020886961;1.4058342
7.3323865;.016956946;1.4068491
7.3569651;.01302693;1.4090651
7.3815436;.0090969149;1.4120265
7.4061222;.0051668989;1.4153242
7.4307008;.0012368836;1.4185934
7.4552794;-.002693132;1.4215239
7.4798579;-.0066231475;1.4238385
