lmpred;zimean_pred;zisd_pred
6.526185;-.14393389;1.5171961
6.5526085;-.098435044;1.4759988
6.5790319;-.061286878;1.442439
6.6054554;-.031578075;1.4156671
6.6318793;-.0084441593;1.3948761
6.6583028;.0089325001;1.3793013
6.6847262;.021322677;1.3682204
6.7111497;.029450299;1.360954
6.7375736;.033992436;1.3568648
6.7639971;.035579316;1.3553581
6.7904205;.034794305;1.3558817
6.816844;.032173928;1.3579259
6.8432679;.02820785;1.3610235
6.8696914;.023338892;1.3647498
6.8961148;.017963022;1.3687224
6.9225383;.012431306;1.3726001
6.9489622;.0070401537;1.3760906
6.9753857;.0020527882;1.3789324
7.0018091;-.0023300368;1.3809201
7.0282331;-.005938801;1.3818768
7.0546565;-.008666452;1.3816825
7.08108;-.010437172;1.3802452
7.1075034;-.01123761;1.3775296
7.1339273;-.011085652;1.373529
7.1603508;-.010061649;1.3682928
7.1867743;-.0082771871;1.3618995
7.2131977;-.0059063206;1.3544836
7.2396216;-.0031543386;1.3462082
7.2660451;-.00028899728;1.337293
7.2924685;.0023907127;1.3279861
7.318892;.0045233327;1.3185922
7.3453159;.0057161697;1.3094443
7.3717394;.0055140629;1.3009319
7.3981628;.0034306175;1.2934734
7.4245863;-.0010830298;1.2875431
7.4510102;-.0086069759;1.2836441
7.4774337;-.019783787;1.282336
7.5038571;-.035287261;1.284207
7.5302806;-.055853665;1.2899014
7.5567045;-.082250506;1.3000923
7.583128;-.11530775;1.3155093
