lmpred;zimean_pred;zisd_pred
5.9347029;-.14393389;1.5171961
5.9611263;-.098435044;1.4759988
5.9875503;-.061286878;1.442439
6.0139737;-.031578075;1.4156671
6.0403972;-.0084441593;1.3948761
6.0668206;.0089325001;1.3793013
6.0932446;.021322677;1.3682204
6.119668;.029450299;1.360954
6.1460915;.033992436;1.3568648
6.1725149;.035579316;1.3553581
6.1989388;.034794305;1.3558817
6.2253623;.032173928;1.3579259
6.2517858;.02820785;1.3610235
6.2782092;.023338892;1.3647498
6.3046331;.017963022;1.3687224
6.3310566;.012431306;1.3726001
6.35748;.0070401537;1.3760906
6.383904;.0020527882;1.3789324
6.4103274;-.0023300368;1.3809201
6.4367509;-.005938801;1.3818768
6.4631743;-.008666452;1.3816825
6.4895983;-.010437172;1.3802452
6.5160217;-.01123761;1.3775296
6.5424452;-.011085652;1.373529
6.5688686;-.010061649;1.3682928
6.5952926;-.0082771871;1.3618995
6.621716;-.0059063206;1.3544836
6.6481395;-.0031543386;1.3462082
6.6745629;-.00028899728;1.337293
6.7009869;.0023907127;1.3279861
6.7274103;.0045233327;1.3185922
6.7538338;.0057161697;1.3094443
6.7802572;.0055140629;1.3009319
6.8066812;.0034306175;1.2934734
6.8331046;-.0010830298;1.2875431
6.8595281;-.0086069759;1.2836441
6.8859515;-.019783787;1.282336
6.9123755;-.035287261;1.284207
6.9387989;-.055853665;1.2899014
6.9652224;-.082250506;1.3000923
6.9916458;-.11530775;1.3155093
