lmpred;zimean_pred;zisd_pred
5.5732045;-.14393389;1.5171961
5.5902147;-.098435044;1.4759988
5.6072249;-.061286878;1.442439
5.6242352;-.031578075;1.4156671
5.6412454;-.0084441593;1.3948761
5.6582556;.0089325001;1.3793013
5.6752663;.021322677;1.3682204
5.6922765;.029450299;1.360954
5.7092867;.033992436;1.3568648
5.7262969;.035579316;1.3553581
5.7433071;.034794305;1.3558817
5.7603173;.032173928;1.3579259
5.7773275;.02820785;1.3610235
5.7943377;.023338892;1.3647498
5.811348;.017963022;1.3687224
5.8283582;.012431306;1.3726001
5.8453684;.0070401537;1.3760906
5.8623786;.0020527882;1.3789324
5.8793888;-.0023300368;1.3809201
5.8963995;-.005938801;1.3818768
5.9134097;-.008666452;1.3816825
5.9304199;-.010437172;1.3802452
5.9474301;-.01123761;1.3775296
5.9644403;-.011085652;1.373529
5.9814506;-.010061649;1.3682928
5.9984608;-.0082771871;1.3618995
6.015471;-.0059063206;1.3544836
6.0324812;-.0031543386;1.3462082
6.0494914;-.00028899728;1.337293
6.0665016;.0023907127;1.3279861
6.0835118;.0045233327;1.3185922
6.100522;.0057161697;1.3094443
6.1175323;.0055140629;1.3009319
6.1345429;.0034306175;1.2934734
6.1515532;-.0010830298;1.2875431
6.1685634;-.0086069759;1.2836441
6.1855736;-.019783787;1.282336
6.2025838;-.035287261;1.284207
6.219594;-.055853665;1.2899014
6.2366042;-.082250506;1.3000923
6.2536144;-.11530775;1.3155093
