lmpred;zimean_pred;zisd_pred
6.3848362;-.14393389;1.5171961
6.3966899;-.098435044;1.4759988
6.4085436;-.061286878;1.442439
6.4203973;-.031578075;1.4156671
6.432251;-.0084441593;1.3948761
6.4441051;.0089325001;1.3793013
6.4559588;.021322677;1.3682204
6.4678125;.029450299;1.360954
6.4796662;.033992436;1.3568648
6.4915199;.035579316;1.3553581
6.5033736;.034794305;1.3558817
6.5152278;.032173928;1.3579259
6.5270815;.02820785;1.3610235
6.5389352;.023338892;1.3647498
6.5507889;.017963022;1.3687224
6.5626426;.012431306;1.3726001
6.5744963;.0070401537;1.3760906
6.5863504;.0020527882;1.3789324
6.5982041;-.0023300368;1.3809201
6.6100578;-.005938801;1.3818768
6.6219115;-.008666452;1.3816825
6.6337652;-.010437172;1.3802452
6.6456194;-.01123761;1.3775296
6.6574731;-.011085652;1.373529
6.6693268;-.010061649;1.3682928
6.6811805;-.0082771871;1.3618995
6.6930342;-.0059063206;1.3544836
6.7048879;-.0031543386;1.3462082
6.716742;-.00028899728;1.337293
6.7285957;.0023907127;1.3279861
6.7404494;.0045233327;1.3185922
6.7523031;.0057161697;1.3094443
6.7641568;.0055140629;1.3009319
6.7760105;.0034306175;1.2934734
6.7878647;-.0010830298;1.2875431
6.7997184;-.0086069759;1.2836441
6.8115721;-.019783787;1.282336
6.8234258;-.035287261;1.284207
6.8352795;-.055853665;1.2899014
6.8471336;-.082250506;1.3000923
6.8589873;-.11530775;1.3155093
