logmexp;zi_mean;zi_sd
;-.033714067;1.5138911
;-.077189542;1.4445754
;-.038636532;1.4209293
;-.072082162;1.3993864
;-.024412701;1.4451423
;.011174805;1.3953419
;-.0082556363;1.3611307
6.4671221;.03804452;1.3720342
7.4603381;.027001536;1.3808982
6.9473944;-.0073487689;1.3903835
6.7564931;.057547115;1.3400544
6.8969016;.031280629;1.3432771
6.8080063;.038368471;1.304971
7.0958352;.14091636;1.3145396
6.7347026;.0075544794;1.4072245
7.1004639;.12119547;1.2641656
6.7960176;-.061988272;1.3674306
6.7743316;.018569911;1.3384541
7.146564;.10452139;1.3149873
7.1481853;.13910232;1.330111
6.4844775;-.13085558;1.3843952
7.1379905;-.096625306;1.5020776
6.8747087;-.091450326;1.4796398
6.9751306;-.024631554;1.3691957
7.0183959;-.025506696;1.404616
7.1115551;-.01895174;1.3715354
7.099668;.002239716;1.3318913
6.9592466;-.014130708;1.3548046
7.1021857;.0090458198;1.330448
7.2827158;.043960106;1.2664535
7.2511907;.035164401;1.2897911
7.3730946;-.014850301;1.2936478
7.2776361;.015801212;1.3209121
7.1938734;-.0046766829;1.3046571
7.2982349;.0790805;1.26147
7.2633176;-.00063826825;1.2749106
7.2688251;-.033454135;1.3057303
7.5598574;-.044459168;1.2859983
7.1336088;-.1077001;1.324067
7.2823606;-.13779509;1.3189616
;;
