logmexp;zi_mean;zi_sd
6.8119855;.054640323;1.417827
6.438796;.0493774;1.4249003
6.8069029;-.00044992982;1.4581193
6.6916118;.04972741;1.4159461
6.7809033;.036392789;1.3870692
6.6525097;.015003199;1.3544683
6.7266779;.10978781;1.3841166
6.6465788;.06937436;1.4507446
6.6799216;.07094866;1.3237203
6.7575517;-.0293418;1.4371039
6.789031;.0063740583;1.405082
6.9705696;.1160626;1.3709683
6.8652439;.12265757;1.3632779
6.7535024;-.10615589;1.4197558
6.9018416;-.11728954;1.5145907
6.7575116;-.099854596;1.5110291
6.9320946;-.064014561;1.4229209
6.9874644;-.046435237;1.4215155
6.9806051;-.049345508;1.4176595
7.0173259;-.04012394;1.3779935
7.0887842;-.065816149;1.3948156
7.0288749;-.06558203;1.365219
7.2486973;-.0026806125;1.3157074
7.1914291;-.0035620127;1.337896
7.3226666;-.044124272;1.344891
7.2907248;-.055866566;1.3686937
7.2223749;-.095781386;1.3473011
7.3098226;-.0099033238;1.3300894
7.3523774;-.062641487;1.3302028
7.0801597;-.12571102;1.3324546
7.5029697;-.13951154;1.3284833
7.3433194;-.24261896;1.3691398
7.3726964;-.2886343;1.370087
7.2149172;-.32388055;1.4030915
