lmpred;zimean_pred;zisd_pred
6.1655946;-.14393389;1.5171961
6.1800437;-.098435044;1.4759988
6.1944928;-.061286878;1.442439
6.2089419;-.031578075;1.4156671
6.2233906;-.0084441593;1.3948761
6.2378397;.0089325001;1.3793013
6.2522888;.021322677;1.3682204
6.2667379;.029450299;1.360954
6.2811871;.033992436;1.3568648
6.2956362;.035579316;1.3553581
6.3100848;.034794305;1.3558817
6.3245339;.032173928;1.3579259
6.3389831;.02820785;1.3610235
6.3534322;.023338892;1.3647498
6.3678813;.017963022;1.3687224
6.3823304;.012431306;1.3726001
6.3967791;.0070401537;1.3760906
6.4112282;.0020527882;1.3789324
6.4256773;-.0023300368;1.3809201
6.4401264;-.005938801;1.3818768
6.4545755;-.008666452;1.3816825
6.4690247;-.010437172;1.3802452
6.4834733;-.01123761;1.3775296
6.4979224;-.011085652;1.373529
6.5123715;-.010061649;1.3682928
6.5268207;-.0082771871;1.3618995
6.5412698;-.0059063206;1.3544836
6.5557189;-.0031543386;1.3462082
6.5701675;-.00028899728;1.337293
6.5846167;.0023907127;1.3279861
6.5990658;.0045233327;1.3185922
6.6135149;.0057161697;1.3094443
6.627964;.0055140629;1.3009319
6.6424131;.0034306175;1.2934734
6.6568618;-.0010830298;1.2875431
6.6713109;-.0086069759;1.2836441
6.68576;-.019783787;1.282336
6.7002091;-.035287261;1.284207
6.7146583;-.055853665;1.2899014
6.7291074;-.082250506;1.3000923
6.743556;-.11530775;1.3155093
