age;sc;s1;s2;s3;s4;s5
60;5;.0140876086734013;.0184179833856923;.0264753870662881;.0805826628173745;.2350836990717365
61;1;.2608544850406154;.0996568404330326;.0332425978822116;.0250591675349957;.0325609194546901
61;2;.2799205033401084;.2867150615366766;.1813531851448307;.0921595948336443;.0515821150992805
61;3;.3656048613664268;.4009695708051086;.4996072691063513;.3754973707805269;.3382070447494616
61;4;.0765398142303183;.1787151820218301;.2479649823171149;.4565803184142294;.3109996883677447
61;5;.017080336022531;.0339433452033522;.0378319655494914;.0507035484366039;.2666502323288232
62;1;.2107942307366156;.1107269783403428;.0502991929220275;.0220434083191333;.0176612035689426
62;2;.3671739283178958;.3242569540315999;.1964434538884949;.0925245539599531;.0770296779092577
62;3;.3015295380373553;.3987281188582601;.5102701516225983;.3403235945290041;.2330696703157628
62;4;.0803582893790022;.1445664649909006;.2113007800628103;.4482429464530212;.4856103271530722
62;5;.040144013529131;.0217214837788966;.0316864215040692;.0968654967388882;.1866291210529646
63;1;.227639995511166;.0926260609902515;.0373919627680161;.0104564695114975;.0057737147932936
63;2;.417966558186511;.3954666904006379;.1520945426234956;.1007856586043319;.1457578285366138
63;3;.2164252291988895;.4071496166539822;.5208015576768675;.3828762075543483;.2207534868625212
63;4;.1024747137148517;.1003965147389778;.2422802716867802;.4484649992151395;.4764282684264919
63;5;.0354935033885818;.0043611172161505;.0474316652448407;.0574166651146827;.1512867013810794
64;1;.2994373675621697;.1508064043164624;.0473831215011939;.032127124929989;.0329168833301404
64;2;.4088300005683156;.408631858435389;.1532362838855272;.134952543860977;.1098039081529325
64;3;.1781385228665839;.3269027143169423;.5192829160922234;.328404050801532;.2210959522701771
64;4;.0622062011350074;.0974008455915676;.2497904192806316;.4412436990054647;.3546108267878157
64;5;.0513879078679235;.0162581773396388;.0303072592404239;.0632725814020375;.2815724294589343
65;1;.2611781175963817;.1194232623367517;.0381512205704604;.0205589545223381;.0149943454354015
65;2;.3480292914064183;.3845935774388641;.1737213768278139;.0916395691103269;.1264233903989393
65;3;.2182425156149042;.3350562056271365;.5319023038575926;.3942170475735487;.2758355106656787
65;4;.157188240361835;.1392979226926111;.2373819288766757;.4409144847354714;.3876204032289514
65;5;.0153618350204609;.0216290319046367;.0188431698674573;.052669944058315;.1951263502710291
66;1;.2352210455142266;.0938350611879008;.0249965519455976;.0164740381857011;0
66;2;.28899843542389;.4116405055123223;.1807012131887291;.0812239824052529;.080497534138637
66;3;.3569199078551155;.3829343646688624;.5174071473166767;.3475128295030759;.1894105149112501
66;4;.1188606112067678;.0819936249415483;.2267956467128724;.455405603544449;.4701247352980491
66;5;0;.029596443689366;.0500994408361242;.0993835463615211;.2599672156520638
67;1;.2829704742022071;.069010463134318;.0194106970583907;.0150267285841592;0
67;2;.2566159658017696;.4146626629076196;.1575118138561407;.037418870919461;0
67;3;.2590317128939259;.3963755444415555;.5334287162548849;.2982442055572058;.1985932035118001
67;4;.1917785068098221;.1123533640242877;.2389505698448256;.5727314537115514;.5880253586747043
67;5;.0096033402922756;.0075979654922194;.050698202985758;.0765787412276225;.2133814378134957
68;1;.3128141679335101;.0719178711134782;.0126432144885608;.0202910422681515;.0248709192733233
68;2;.2576926064425926;.3694881636700887;.1952957466580708;.0715862395551686;.0508072667668351
68;3;.3272284423928362;.4439969316096476;.4883102082433635;.2777150833295143;.2321103674361426
68;4;.1022647832310612;.1008726264828081;.2607843185780699;.5564603287353161;.4577134271274416
68;5;0;.0137244071239774;.042966512031935;.0739473061118494;.2344980193962573
69;1;.3201807743738752;.1011736846035803;.0348154357708852;.0194546661036376;.0146838043564148
69;2;.3543298378258815;.3782952664760312;.1523781308249701;.0850661172492626;.0867332156873074
69;3;.189591900342848;.3779953409153873;.5296605652121706;.2815555380253456;.2497651469258391
69;4;.1180864861604046;.1168456985374714;.2472806051852824;.5112010307763459;.4231657316441471
69;5;.0178110012969908;.0256900094675297;.0358652630066917;.1027226478454083;.2256521013862916
70;1;.2068159956025835;.0863172457273804;.0205996514473353;.0106747655134752;.0190240518721497
70;2;.3363415386902818;.3554210225866753;.155069431381593;.0572923153568315;.0221529106750168
70;3;.2584766285872623;.3739757922323135;.527816787388887;.31773219515155;.1845091971722201
70;4;.1688725087126067;.1597621200130994;.2523201771451492;.5267220428510752;.5601149216063444
70;5;.0294933284072657;.0245238194405312;.0441939526370354;.0875786811270682;.2141989186742691
71;1;.183906836937899;.0944275440046422;.0294717769680299;.0124173775107749;.0145136160901399
71;2;.315864070642475;.2784942993140781;.1685508280449212;.0539527553328932;.041361348861544
71;3;.3349349003135981;.4289000225890271;.5360806680652392;.3127825811282678;.1955219091721082
71;4;.1517518884524941;.1673786042686498;.2261929135619;.5223650286288275;.5374258204196548
71;5;.0135423036535338;.0307995298236027;.0397038133599098;.0984822573992366;.2111773054565531
72;1;.2335398211582728;.0934510144492799;.0327049619720396;.0134968043134306;.0503055840476887
72;2;.2586079042316867;.3147701734736088;.1483572180154955;.0736384988506699;.0561444982085473
72;3;.3396641610379833;.4107261652196421;.5273028340994099;.3136862246986078;.2382930481404976
72;4;.1593891906760372;.1549687089509092;.2406907546742471;.5207168314505249;.4564240841712862
72;5;.0087989228960199;.0260839379065599;.0509442312388078;.0784616406867669;.1988327854319802
73;1;.191129727048442;.0825359975435227;.031840019981737;.0142815293661982;0
73;2;.3098378738235409;.3595908225100583;.1726052364268549;.098720776833409;.0644736588415784
73;3;.3448819951179396;.3625126181344265;.4869914688122304;.3025727003375742;.2480230703762157
73;4;.1199090814155364;.1620751684572175;.2663849315940814;.5007166323587527;.4733365834579673
73;5;.034241322594541;.033285393354775;.0421783431850963;.083708361104066;.2141666873242385
74;1;.1920812930126749;.0805847373454635;.0231921056451759;.0145591224739573;.0223325695358229
74;2;.3360049842657712;.3831959572804394;.1545907882560018;.0656853432545982;.0864348427787105
74;3;.3577100738286825;.3366754442378531;.5063022827487342;.3372321023534459;.2596051318117882
74;4;.0905766602402223;.1750262436479316;.2874346182111815;.5061426032517262;.4478708199101593
74;5;.0236269886526492;.0245176174883124;.0284802051389065;.0763808286662723;.1837566359635192
75;1;.2393589743589744;.0956726492914671;.0279491977412008;.0067178657656044;.010914349893072
75;2;.3156391121316495;.3339748510436086;.1755890841193471;.0616080422599612;.0497961444374356
75;3;.3062055109070035;.3879817475113012;.5368201390657684;.341797791891747;.1631859931996861
75;4;.0952564102564103;.1410303273994468;.2274913944615697;.5201254826885935;.493093527393572
75;5;.0435399923459625;.0413404247541763;.032150184612114;.069750817394094;.2830099850762343
76;1;.2167638143322154;.0905411473213786;.040104172705244;.0113975025813817;.027922485747487
76;2;.3087650123587629;.3473855595371509;.1637140438951433;.0750798320067842;.0919958372649739
76;3;.341302623480662;.412018627398545;.5147792489362443;.364003754431966;.3169261296576666
76;4;.1070785596034664;.1206974826394287;.2374468122108729;.4679082462457778;.3971649711308865
76;5;.0260899902248933;.0293571831034967;.0439557222524956;.0816106647340904;.165990576198986
77;1;.1519434057735552;.0820268928575806;.0311694480024024;.0138440924995903;0
77;2;.3415036721259532;.3816093222035636;.1537521986137242;.0844593747891383;.0392581349362328
77;3;.3059997187101405;.386609683117534;.5241807674157786;.3453610433676175;.2489795424721982
77;4;.1869203448549013;.1050784000479403;.2507467625987461;.4712061769213716;.4526840300664583
77;5;.0136328585354498;.0446757017733814;.0401508233693487;.0851293124222824;.2590782925251109
78;1;.2001830942935612;.087817712655273;.0443497440062426;.0223914603265334;0
78;2;.4292239484226097;.3375159457438378;.1632442331732875;.068497462760844;.0656681314600483
78;3;.2231009798071485;.3755754819882992;.4872703819602035;.369730906750715;.2471305866738187
78;4;.1387551531713992;.144575241171221;.267263215727492;.4678463146576276;.4059987759003665
78;5;.0087368243052816;.0545156184413692;.0378724251327744;.07153385550428;.2812025059657665
79;1;.4067387254374824;.1360629764677693;.033693288209875;.0170323410303557;.0055006986989621
79;2;.2730163251189435;.3787895334792722;.1965463640541063;.0795056909835418;.0777138143274178
79;3;.1972761435866435;.3343053533909591;.513441990860554;.3644412232512493;.2659642934606755
79;4;.1168189123756434;.122807861137508;.2196045311056994;.4489182055071123;.45997503884624
79;5;.0061498934812873;.0280342755244915;.0367138257697656;.0901025392277408;.1908461546667046
80;1;.1924644785634352;.1170515928714219;.0369059406863926;.0260111975727133;.0175275350606309
80;2;.442355878909228;.4172387393135129;.1688592991837778;.0713177994150559;.0316667099170704
80;3;.2525092992948934;.323226574794777;.5323809290915037;.3788103719751896;.3448861340441228
80;4;.0756486491929104;.1152405257113692;.2208288552953723;.4347232266811517;.402988726473325
80;5;.0370216940395331;.0272425673089192;.0410249757429536;.0891374043558895;.2029308945048508
