lmpred;zimean_pred;zisd_pred
7.0212364;.03267701;1.415252
7.045815;.028746992;1.4094635
7.0703936;.024816977;1.4065228
7.0949721;.020886961;1.4058342
7.1195512;.016956946;1.4068491
7.1441298;.01302693;1.4090651
7.1687083;.0090969149;1.4120265
7.1932869;.0051668989;1.4153242
7.2178655;.0012368836;1.4185934
7.242444;-.002693132;1.4215239
7.2670226;-.0066231475;1.4238385
7.2916012;-.010553163;1.4253217
7.3161798;-.014483179;1.4257895
7.3407583;-.018413194;1.4251194
7.3653369;-.022343209;1.4232204
7.3899159;-.026273225;1.4200634
7.4144945;-.030203242;1.4156502
7.4390731;-.034133255;1.4100449
7.4636517;-.038063273;1.4033425
7.4882302;-.041993286;1.3956999
7.5128088;-.045923304;1.3873051
7.5373874;-.049853317;1.3784086
7.5619659;-.053783335;1.3692911
7.5865445;-.057713348;1.3602961
7.6111231;-.061643366;1.3517977
7.6357017;-.065573379;1.3442322
7.6602807;-.069503397;1.3380669
7.6848593;-.073433414;1.3338312
7.7094378;-.077363424;1.3320855
7.7340164;-.081293441;1.3334522
7.758595;-.085223459;1.3385848
7.7831736;-.089153476;1.3481988
7.8077521;-.093083493;1.3630407
7.8323307;-.097013503;1.3839191
