1,64
2,68
3,63
4,69
5,67
6,71
7,64
8,-1
9,67
10,65
11,67
12,70
13,67
14,69
15,70
16,68
17,68
18,68
19,62
20,72
21,67
22,69
23,70
24,66
25,69
26,65
27,67
28,-1
29,69
30,-1
31,66
32,-1
33,67
34,68
35,69
36,68
37,68
38,-1
39,69
40,67
41,63
42,67
43,68
44,70
45,-1
46,64
47,63
48,65
49,64
50,66
51,63
52,68
53,64
54,69
55,67
56,70
57,-1
58,68
59,70
60,65
61,70
62,62
63,62
64,-1
65,62
66,69
67,-1
68,62
69,67
70,-1
71,69
72,70
73,70
74,65
75,67
76,68
77,64
78,70
79,65
80,67
81,67
82,69
83,65
84,69
85,69
86,65
87,68
88,65
89,68
90,65
91,67
92,68
93,62
94,63
95,65
96,63
97,68
98,67
99,70
100,68
101,69
102,65
103,-1
104,63
105,66
106,65
107,70
108,67
109,65
110,65
111,67
112,63
113,67
114,63
115,63
116,62
117,68
118,62
119,68
120,66
121,69
122,68
123,70
124,69
125,68
126,67
127,-1
128,64
129,69
130,66
131,67
132,-1
133,66
134,69
135,65
136,-1
137,69
138,63
139,62
140,67
141,72
142,67
143,68
144,66
145,68
146,65
147,-1
148,62
149,70
150,70
151,66
152,62
153,71
154,-1
155,70
156,-1
157,69
158,69
159,-1
160,66
161,-1
162,69
163,-1
164,66
165,62
166,62
167,-1
168,69
169,-1
170,70
171,64
172,68
173,66
174,65
175,62
176,66
177,65
178,62
179,70
180,70
181,68
182,65
183,65
184,-1
185,68
186,71
187,65
188,62
189,-1
190,67
191,-1
192,-1
193,68
194,67
195,66
196,71
197,64
198,70
199,62
200,66
201,67
202,66
203,68
204,-1
205,-1
206,67
207,-1
208,66
209,64
210,70
211,69
212,70
213,65
214,64
215,67
216,65
217,-1
218,70
219,62
220,-1
221,68
222,64
223,64
224,70
225,69
226,69
227,66
228,70
229,63
230,70
231,66
232,64
233,64
234,68
235,68
236,64
237,66
238,67
239,65
240,68
241,68
242,70
243,64
244,68
245,-1
246,69
247,68
248,-1
249,64
250,65
251,70
252,69
253,65
254,-1
255,67
256,65
257,64
258,67
259,64
260,69
261,62
262,69
263,69
264,69
265,64
266,65
267,68
268,-1
269,64
270,66
271,64
272,-1
273,69
274,-1
275,67
276,-1
277,65
278,63
279,68
280,62
281,67
282,71
283,67
284,68
285,66
286,68
287,63
288,70
289,66
290,69
291,67
292,65
293,67
294,67
295,70
296,64
297,-1
298,67
299,-1
300,66
301,62
302,67
303,68
304,67
305,66
306,67
307,67
308,67
309,62
310,70
311,-1
312,69
313,68
314,68
315,65
316,65
317,68
318,68
319,64
320,66
321,-1
322,-1
323,65
324,70
325,66
326,67
327,71
328,68
329,66
330,67
331,-1
332,67
333,70
334,69
335,69
336,69
337,-1
338,67
339,70
340,66
341,65
342,63
343,70
344,68
345,66
346,70
347,70
348,64
349,66
350,68
351,62
352,-1
353,63
354,-1
355,65
356,63
357,70
358,70
359,71
360,-1
361,68
362,70
363,-1
364,64
365,68
366,65
367,66
368,67
369,63
370,70
371,70
372,69
373,68
374,67
375,62
376,69
377,65
378,65
379,63
380,67
381,69
382,70
383,73
384,67
385,70
386,-1
387,66
388,68
389,68
390,63
391,-1
392,69
393,62
394,64
395,70
396,67
397,65
398,62
399,64
400,68
401,70
402,65
403,67
404,65
405,66
406,67
407,62
408,68
409,-1
410,67
411,66
412,63
413,62
414,68
415,-1
416,63
417,69
418,67
419,-1
420,66
421,64
422,70
423,70
424,63
425,67
426,62
427,-1
428,65
429,-1
430,67
431,69
432,64
433,65
434,67
435,62
436,70
437,64
438,70
439,69
440,67
441,64
442,63
443,70
444,64
445,69
446,67
447,62
448,67
449,67
450,69
451,66
452,70
453,68
454,67
455,69
456,67
457,69
458,65
459,-1
460,64
461,-1
462,-1
463,69
464,72
465,65
466,67
467,69
468,64
469,63
470,69
471,-1
472,63
473,69
474,68
475,67
476,70
477,63
478,68
479,69
480,63
481,67
482,62
483,69
484,68
485,68
486,66
487,62
488,68
489,70
490,-1
491,-1
492,66
493,66
494,66
495,-1
496,67
497,-1
498,64
499,63
500,64
501,70
502,-1
503,66
504,-1
505,69
506,68
507,65
508,68
509,64
510,68
511,67
512,62
513,67
514,-1
515,-1
516,67
517,66
518,70
519,69
520,67
521,67
522,65
523,67
524,68
525,67
526,62
527,67
528,65
529,68
530,62
531,68
532,67
533,71
534,65
535,-1
536,69
537,66
538,66
539,-1
540,69
541,69
542,65
543,66
544,68
545,-1
546,-1
547,74
548,68
549,70
550,62
551,68
552,66
553,69
554,67
555,65
556,69
557,62
558,67
559,69
560,64
561,66
562,68
563,65
564,-1
565,-1
566,68
567,67
568,65
569,65
570,-1
571,62
572,66
573,70
574,71
575,65
576,70
577,66
578,67
579,68
580,62
581,63
582,69
583,-1
584,68
585,65
586,68
587,70
588,66
589,68
590,-1
591,69
592,68
593,68
594,70
595,63
596,70
597,65
598,67
599,-1
600,65
601,-1
602,-1
603,65
604,67
605,71
606,70
607,68
608,-1
609,-1
610,67
611,65
612,69
613,62
614,66
615,65
616,69
617,69
618,63
619,68
620,67
621,62
622,65
623,71
624,65
625,69
626,69
627,67
628,70
629,69
630,70
631,70
632,70
633,68
634,69
635,69
636,71
637,64
638,69
639,68
640,69
641,-1
642,67
643,65
644,67
645,65
646,62
647,69
648,64
649,-1
650,-1
651,69
652,66
653,-1
654,69
655,69
656,65
657,72
658,-1
659,69
660,63
661,66
662,65
663,-1
664,-1
665,66
666,64
667,67
668,68
669,67
670,67
671,69
672,69
673,65
674,67
675,64
676,68
677,-1
678,-1
679,-1
680,69
681,65
682,65
683,67
684,-1
685,70
686,66
687,67
688,62
689,67
690,67
691,69
692,-1
693,-1
694,71
695,68
696,62
697,70
698,68
699,68
700,66
701,70
702,70
703,65
704,67
705,65
706,68
707,63
708,65
709,67
710,70
711,67
712,62
713,70
714,67
715,63
716,67
717,68
718,69
719,66
720,62
721,64
722,66
723,62
724,-1
725,65
726,68
727,-1
728,70
729,67
730,-1
731,-1
732,68
733,62
734,-1
735,62
736,65
737,64
738,68
739,69
740,70
741,62
742,72
743,63
744,69
745,68
746,69
747,64
748,67
749,70
750,-1
751,67
752,63
753,65
754,69
755,-1
756,72
757,69
758,69
759,63
760,65
761,64
762,69
763,65
764,66
765,72
766,63
767,-1
768,66
769,67
770,-1
771,-1
772,68
773,66
774,70
775,66
776,66
777,62
778,65
779,69
780,-1
781,-1
782,70
783,67
784,65
785,66
786,68
787,63
788,67
789,70
790,62
791,67
792,64
793,66
794,64
795,70
796,66
797,65
798,65
799,67
800,65
801,63
802,-1
803,69
804,-1
805,70
806,63
807,62
808,67
809,68
810,65
811,66
812,68
813,63
814,62
815,65
816,64
817,70
818,70
819,63
820,67
821,69
822,68
823,64
824,67
825,65
826,66
827,62
828,68
829,-1
830,68
831,66
832,-1
833,67
834,66
835,65
836,64
837,-1
838,67
839,-1
840,-1
841,70
842,66
843,62
844,73
845,-1
846,-1
847,65
848,64
849,64
850,66
851,65
852,68
853,65
854,62
855,62
856,69
857,67
858,-1
859,-1
860,65
861,70
862,69
863,70
864,68
865,67
866,-1
867,65
868,66
869,63
870,62
871,67
872,66
873,67
874,62
875,68
876,-1
877,65
878,67
879,62
880,69
881,74
882,-1
883,66
884,68
885,-1
886,64
887,70
888,67
889,70
890,-1
891,67
892,68
893,68
894,69
895,63
896,69
897,69
898,68
899,66
900,62
901,70
902,72
903,68
904,67
905,70
906,63
907,65
908,67
909,68
910,68
911,68
912,-1
913,-1
