1,70
2,70
3,70
4,-1
5,71
6,71
7,-1
8,70
9,67
10,70
11,70
12,70
13,71
14,70
15,70
16,-1
17,70
18,70
19,-1
20,69
21,70
22,68
23,-1
24,68
25,-1
26,69
27,70
28,68
29,70
30,73
31,70
32,70
33,70
34,70
35,69
36,69
37,70
38,70
39,-1
40,-1
41,70
42,-1
43,68
44,-1
45,70
46,70
47,69
48,71
49,69
50,67
51,-1
52,65
53,68
54,70
55,70
56,70
57,70
58,76
59,70
60,71
61,71
62,72
63,-1
64,-1
65,70
66,70
67,70
68,70
69,67
70,72
71,-1
72,-1
73,70
74,-1
75,-1
76,69
77,70
78,71
79,-1
80,70
81,70
82,70
83,70
84,69
85,70
86,70
87,70
88,70
89,70
90,71
91,69
92,70
93,-1
94,69
95,68
96,64
97,71
98,66
99,67
100,69
101,70
102,71
103,-1
104,68
105,70
106,70
107,69
108,71
109,65
110,71
111,70
112,-1
113,70
114,70
115,70
116,70
117,70
118,-1
119,70
120,69
121,69
122,70
123,70
124,68
125,-1
126,70
127,70
128,69
129,69
130,70
131,71
132,68
133,-1
134,-1
135,70
136,70
137,70
138,70
139,70
140,65
141,-1
142,-1
143,70
144,72
145,70
146,70
147,-1
148,70
149,70
150,69
151,-1
152,69
153,70
154,70
155,70
156,-1
157,66
158,69
159,71
160,70
161,71
162,-1
163,67
164,70
165,69
166,69
167,71
168,70
169,70
170,70
171,70
172,70
173,-1
174,69
175,72
176,70
177,70
178,70
179,69
180,69
181,70
182,-1
183,70
184,71
185,70
186,70
187,-1
188,70
189,69
190,70
191,-1
192,73
193,69
194,71
195,70
196,68
197,-1
198,-1
199,-1
200,77
201,70
202,70
203,70
204,70
205,-1
206,70
207,-1
208,-1
209,69
210,69
211,78
212,71
213,70
214,68
215,70
216,69
217,70
218,70
219,67
220,70
221,69
222,70
223,70
224,71
225,-1
226,70
227,70
228,66
229,67
230,-1
231,70
232,70
233,70
234,70
235,70
236,71
237,66
238,70
239,70
240,70
241,70
242,70
243,67
244,73
245,-1
246,69
247,67
248,70
249,70
250,69
