0.222368653;0.39352129;0.35390961;0.030200448;0
0.120341722;0.414853604;0.298732751;0.152524613;0.013547309
0.068570587;0.15423391;0.457498096;0.303046723;0.016650684
0.042019925;0.06705752;0.221499501;0.618103359;0.051319696
0.054830467;0.058329269;0.270605823;0.450794122;0.165440319
0.328259867;0.302122798;0.29735402;0.056016598;0.016246718
0.12028622;0.388977729;0.354377008;0.122567986;0.013791057
0.042590089;0.160877206;0.523457336;0.250794626;0.022280742
0.023627996;0.078812937;0.328876502;0.498496367;0.070186197
0.02806331;0.034284461;0.164947795;0.440907581;0.331796852
0.282548411;0.297104723;0.305033409;0.093323307;0.02199015
0.144324495;0.377463823;0.389752974;0.072784022;0.015674687
0.033237162;0.189897477;0.480861017;0.2549677;0.041036643
0.028869534;0.090345602;0.362526244;0.423685083;0.094573536
0.001514769;0.051817363;0.29570245;0.478184438;0.17278098
0.367897511;0.27201527;0.191975766;0.14927813;0.018833322
0.132776732;0.391559557;0.384010007;0.072662922;0.018990783
0.066740083;0.169514504;0.512196635;0.229575183;0.021973594
0.037240218;0.09394082;0.354086987;0.424806776;0.089925199
0.039559069;0.156984135;0.259347014;0.394127477;0.149982305
0.243742677;0.402811894;0.244888289;0.081858627;0.026698513
0.114729934;0.392575199;0.356250885;0.108182788;0.028261194
0.033128278;0.182992364;0.514901138;0.24699083;0.02198739
0.018874287;0.087702097;0.348642127;0.465395304;0.079386184
0.011830315;0.063767534;0.369443066;0.37906775;0.175891336
0.346163674;0.292489709;0.263155936;0.089912642;0.008278039
0.128808571;0.326335741;0.375997237;0.155659789;0.013198661
0.056734585;0.143321762;0.527044985;0.243051543;0.029847125
0.017439252;0.068660652;0.401115303;0.454636922;0.058147871
0;0.117461174;0.283490046;0.486226995;0.112821785
0.333475211;0.294241199;0.233445151;0.119556129;0.01928231
0.118041473;0.373803281;0.357981196;0.132835029;0.01733902
0.03279688;0.172377248;0.539118514;0.23107855;0.024628808
0.027965811;0.070453762;0.357642135;0.424429621;0.119508671
0.004774853;0.094630532;0.151000488;0.457407795;0.292186333
0.402373365;0.323845952;0.1869834;0.086797282;0
0.124433133;0.343374395;0.387091767;0.122108032;0.022992672
0.036645677;0.189017182;0.494071549;0.257006749;0.023258844
0.029216356;0.075537253;0.382059837;0.445589734;0.06759682
0.015483639;0.068636923;0.223717137;0.569910116;0.122252186
0.203678767;0.337759048;0.282946106;0.173802046;0.001814034
0.151822298;0.358150234;0.363417729;0.116752644;0.009857095
0.055084275;0.1747176;0.518736604;0.223086175;0.028375347
0.047695347;0.091084533;0.356908466;0.447344652;0.056967002
0.032018357;0.111907094;0.270367349;0.362365394;0.223341806
0.199174343;0.338347926;0.29004304;0.103538993;0.068895697
0.094394397;0.313825013;0.413996156;0.157049247;0.020735187
0.050006278;0.168473644;0.537210508;0.217723664;0.026585906
0.035018569;0.12396563;0.307633806;0.470762971;0.062619025
0.013473102;0.069000987;0.269072741;0.555131897;0.093321272
0.211928804;0.311885073;0.349549047;0.111622074;0.015015001
0.075153236;0.380702211;0.384111064;0.135951435;0.024082054
0.038673978;0.214604236;0.476490194;0.235306034;0.034925558
0.038195372;0.13092935;0.383366304;0.38319762;0.064311354
0.038965784;0.106933801;0.33580208;0.278409264;0.239889072
0.225834016;0.29354641;0.332820298;0.112313192;0.035486085
0.111334739;0.263907045;0.413068489;0.173031188;0.038658539
0.032868072;0.172754345;0.502329676;0.265518824;0.026529083
0.025360545;0.087291308;0.373174363;0.436712194;0.07746159
0.011462309;0.11360368;0.332904533;0.312564851;0.229464627
0.231265617;0.322622631;0.323295582;0.095757279;0.027058891
0.111497356;0.285512635;0.450241527;0.133475861;0.019272621
0.042571138;0.189209866;0.507249125;0.231959845;0.029010025
0.025761618;0.075993411;0.351845135;0.440269949;0.106129888
